,product_uid,material
1832849,214474.0,Metal
1832899,214475.0,Fiberglass
1832915,214476.0,Copper
1832973,214479.0,Polyfiber
1832995,214480.0,Metal
1833019,214482.0,Metal
1833060,214484.0,Glass
1833187,214491.0,Metal
1833215,214492.0,Synthetic
1833222,214493.0,Metal
1833237,214494.0,Carbon Steel
1833322,214498.0,Steel
1833461,214504.0,Galvanized Steel
1833501,214508.0,Wood
1833543,214510.0,Metal
1833552,214510.0,BiMetal
1833593,214512.0,Other
1833636,214515.0,Wood
1833657,214516.0,Poplar
1833675,214516.0,Oak
1833692,214518.0,Wood
1833739,214523.0,Metal
1833756,214525.0,Concrete
1833819,214528.0,Steel
1833881,214530.0,Wood
1833895,214532.0,Plastic
1833929,214534.0,PVC
1833951,214535.0,Cotton
1833962,214536.0,Polypropylene
1833977,214537.0,Stainless Steel
1834038,214541.0,Chrome-Plated Steel
1834039,214541.0,Painted Steel
1834060,214542.0,Metal
1834105,214545.0,PVC
1834109,214545.0,PVC
1834146,214546.0,Oil
1834176,214547.0,Steel
1834195,214547.0,Other
1834236,214549.0,Foam
1834237,214549.0,Steel
1834259,214550.0,Wood
1834279,214551.0,PVC
1834374,214555.0,Steel
1834457,214559.0,Zinc
1834484,214560.0,Cast-Iron
1834516,214561.0,Metal
1834544,214562.0,Steel
1834640,214566.0,Composite
1834659,214567.0,Multi-Purpose
1834665,214567.0,BiMetal
1834682,214568.0,Laminate
1834683,214568.0,"Medium Density Fiberboard, paper, Resin (both Acrylic and Melamine), Polyurethane hot metal adhesive and Olefin hot metal adhesive"
1834706,214569.0,Vinyl
1834772,214571.0,Stainless Steel
1834802,214572.0,Acrylic
1834822,214573.0,Wood
1834875,214575.0,Urethane
1834889,214576.0,Nylon
1834910,214577.0,Plastic
1834923,214578.0,Solid Brass
1834943,214579.0,ZINC
1834944,214579.0,Glass
1834969,214580.0,Plastic
1834987,214583.0,Steel
1835014,214584.0,Poplar
1835026,214584.0,Maple
1835031,214585.0,Particle Board
1835043,214585.0,Birch
1835080,214587.0,Metal
1835122,214589.0,Plastic
1835139,214590.0,Plastic
1835194,214593.0,Other
1835252,214595.0,Water
1835364,214602.0,Steel
1835386,214603.0,Brass
1835434,214607.0,Steel
1835451,214608.0,Plastic
1835471,214609.0,Copper
1835535,214611.0,Metal
1835557,214612.0,Metal
1835563,214613.0,Other
1835588,214614.0,Polyfiber
1835606,214615.0,Stainless Steel
1835621,214616.0,Cast Metal
1835648,214617.0,Cast Iron
1835649,214617.0,Stainless Steel
1835665,214618.0,Rubber
1835691,214620.0,Die-Cast
1835692,214620.0,Stainless steel
1835694,214620.0,Glass
1835824,214627.0,Steel
1835923,214631.0,Plastic
1835945,214633.0,Plastic
1835991,214635.0,Metal
1836020,214636.0,Stainless Steel
1836061,214637.0,Marble
1836214,214642.0,Nylon
1836219,214642.0,Stainless Steel
1836282,214647.0,Iron
1836332,214649.0,Composite
1836363,214650.0,Steel
1836368,214650.0,Steel
1836486,214657.0,Plastic
1836539,214659.0,Metal
1836568,214660.0,Cast Aluminum
1836608,214662.0,Satin
1836650,214663.0,Glass
1836683,214665.0,Metal
1836716,214667.0,Steel
1836739,214668.0,Acrylic
1836774,214669.0,Aluminum
1836792,214670.0,Clay
1836812,214671.0,Fiberboard
1836880,214674.0,Metal
1836888,214675.0,PVC
1836893,214675.0,PVC
1836920,214676.0,Galvanized Steel
1836939,214677.0,Medium Density Fiberboard (MDF)
1836975,214678.0,Plastic
1837014,214679.0,Plywood
1837047,214680.0,Vinyl
1837076,214681.0,Vinyl
1837112,214682.0,Glass
1837114,214683.0,Carbide
1837142,214684.0,Polyester
1837231,214689.0,Wood
1837299,214691.0,Other
1837315,214693.0,No Handle
1837346,214694.0,Oil
1837396,214697.0,Wool & Wool Blend
1837432,214699.0,Medium Density Fiberboard (MDF)
1837466,214701.0,Stainless Steel
1837567,214707.0,Plywood
1837581,214707.0,Birch
1837641,214709.0,Ceramic
1837654,214710.0,Steel
1837702,214713.0,Wood
1837784,214716.0,Laminate
1837785,214716.0,"Medium Density Fiberboard, paper, resin (both acrylic and melamine) polyurethane hot metal and olefin hot metal adhesive"
1837802,214717.0,Wood
1837868,214720.0,Steel
1837909,214723.0,Red Oak
1837925,214723.0,Oak
1837937,214724.0,Metal
1837955,214725.0,Fireclay
1837984,214727.0,Aluminum
1838076,214731.0,Copper
1838079,214731.0,Brass
1838103,214732.0,Metal
1838120,214733.0,Galvanized Steel
1838230,214738.0,Vitreous China
1838246,214739.0,Steel
1838262,214740.0,Galvanized Steel
1838282,214741.0,Steel
1838297,214742.0,Fabric
1838334,214744.0,Brass
1838355,214746.0,Steel
1838366,214747.0,PEX
1838369,214747.0,Brass
1838455,214751.0,Copper
1838468,214753.0,Multi-Purpose
1838477,214753.0,Diamond
1838510,214754.0,Glass
1838557,214758.0,Metal/Wood
1838566,214758.0,Other Wood
1838592,214760.0,Plastic
1838617,214761.0,Laminate
1838634,214762.0,Rubber
1838657,214763.0,Acrylonitrile Butadiene Styrene (ABS)
1838682,214766.0,Plastic
1838683,214766.0,Stainless steel
1838685,214766.0,Plastic
1838769,214769.0,Plastic
1838804,214771.0,Other
1838805,214771.0,Wood
1838834,214772.0,Fiberglass
1838888,214774.0,Composite
1838913,214775.0,Plastic
1839005,214782.0,Plastic
1839026,214783.0,Composite
1839035,214783.0,Composite
1839075,214785.0,Vinyl
1839093,214786.0,Galvanized Steel
1839215,214792.0,Wood
1839240,214793.0,Other
1839254,214794.0,Machined 304 Stainless Steel & Glass reinforced nylon
1839323,214797.0,Plastic
1839379,214801.0,Particle Board
1839395,214801.0,Birch
1839427,214802.0,Wood
1839430,214802.0,Wood
1839478,214805.0,Anodized Steel
1839496,214806.0,Zinc
1839598,214810.0,resin
1839653,214813.0,Particle Board
1839666,214813.0,Birch
1839802,214818.0,Aluminum
1839830,214819.0,Steel
1839860,214820.0,Nylon
1839865,214820.0,0
1839880,214821.0,Laminate
1839881,214821.0,"Medium Density Fiberboard, paper, Resin (both Acrylic and Melamine), Polyurethane hot metal adhesive and Olefin hot metal adhesive"
1839899,214822.0,Steel
1839924,214823.0,Solid Wood
1840004,214828.0,Acrylic
1840021,214829.0,Other
1840054,214831.0,Cast Metal
1840067,214832.0,Steel
1840080,214833.0,PVC
1840083,214833.0,PVC
1840134,214835.0,Rubber
1840160,214836.0,Stainless Steel
1840198,214837.0,"Constructed from CARB-compliant, laminated composite woods"
1840262,214840.0,Polyfiber
1840282,214841.0,Vitreous China
1840305,214842.0,Copper
1840435,214846.0,Wood
1840505,214849.0,Vitreous China
1840569,214852.0,Metal
1840585,214853.0,Copper
1840625,214854.0,Plastic/Metal
1840626,214854.0,Metal and Plastic
1840667,214857.0,Steel
1840702,214858.0,Synthetic
1840721,214859.0,Plastic
1840733,214860.0,Plastic
1840779,214862.0,Multi-Purpose
1840785,214862.0,BiMetal
1840801,214863.0,Polyurethane
1840888,214867.0,Oil
1840950,214870.0,Rubber
1840970,214871.0,CPVC
1840982,214872.0,Wood
1840992,214872.0,Steel
1841052,214874.0,Metal
1841077,214875.0,PVC (vinyl)
1841083,214875.0,95
1841100,214876.0,Stainless Steel
1841143,214880.0,Cement
1841199,214884.0,Metal
1841239,214886.0,Plastic
1841269,214887.0,Acrylic
1841284,214888.0,Brass
1841288,214888.0,Brass
1841313,214889.0,Galvanized Steel
1841314,214889.0,Metal
1841315,214889.0,Plastic/Metal
1841330,214890.0,Plastic
1841362,214891.0,Solid Wood
1841409,214893.0,Plastic
1841453,214895.0,Solid Brass
1841474,214896.0,Galvanized Steel
1841502,214897.0,Polyfiber
1841503,214897.0,Steel
1841517,214897.0,Glass
1841543,214899.0,Metal
1841579,214900.0,Oil
1841611,214901.0,Glass
1841632,214903.0,Plywood
1841642,214903.0,Carbide
1841649,214904.0,Multi-Surface
1841695,214906.0,Synthetic
1841707,214907.0,Zinc
1841745,214909.0,Steel
1841777,214910.0,Acrylic
1841842,214912.0,Glass
1841854,214913.0,Plastic
1841870,214914.0,PVC
1841945,214918.0,Maple
1842048,214922.0,Metal
1842056,214924.0,Steel
1842163,214929.0,Synthetic
1842227,214934.0,Vinyl
1842272,214936.0,Plastic
1842299,214937.0,Stainless steel
1842324,214938.0,PVC
1842385,214940.0,Rubber
1842423,214941.0,Acrylic
1842464,214942.0,Ceramic
1842583,214950.0,Multi-Purpose
1842589,214950.0,Steel
1842668,214956.0,Fabric
1842729,214959.0,Glass
1842765,214962.0,Resin
1842782,214963.0,Concrete
1842822,214965.0,Metal
1842828,214965.0,BiMetal
1842850,214966.0,Plastic
1842891,214968.0,Galvanized Steel
1842940,214970.0,Wood
1842950,214970.0,Carbide
1843024,214973.0,Ceramic
1843050,214975.0,Quartz
1843136,214978.0,Marble
1843201,214981.0,Steel
1843217,214983.0,Galvanized Steel
1843237,214984.0,Vitreous China
1843251,214985.0,Multi-Purpose
1843256,214985.0,PVC
1843311,214986.0,Wire
1843332,214988.0,Carbide
1843362,214989.0,Solid Brass
1843395,214990.0,Polyfiber
1843396,214990.0,Aluminum
1843409,214991.0,Metal
1843417,214991.0,Steel
1843427,214992.0,PVC
1843458,214994.0,Metal
1843547,214999.0,Plastic
1843564,215000.0,Aluminum
1843586,215001.0,Laminate
1843607,215003.0,Rubber
1843612,215003.0,10
1843631,215004.0,Acrylic
1843673,215007.0,Aluminum
1843728,215011.0,Other
1843754,215012.0,Oak
1843767,215013.0,High Speed Steel
1843817,215015.0,Metal
1843876,215017.0,Aluminum/Stainless Steel
1843898,215018.0,Aluminum
1843911,215018.0,Aluminum
1843928,215019.0,Steel
1843991,215022.0,Aluminum
1843998,215022.0,Glass
1844011,215023.0,Stainless steel
1844057,215026.0,Solid Wood
1844083,215027.0,Wood
1844153,215030.0,Nylon
1844239,215034.0,Steel
1844266,215036.0,Steel
1844295,215038.0,Copper
1844298,215038.0,Copper
1844385,215041.0,Porcelain-Enameled Cast Iron
1844401,215042.0,Steel
1844404,215042.0,Stainless Steel
1844521,215049.0,Medium Density Fiberboard (MDF)
1844537,215049.0,Vitreous China
1844591,215052.0,Metal
1844658,215055.0,Black malleable iron
1844662,215055.0,Steel
1844680,215056.0,Polyethylene
1844750,215057.0,Glass
1844751,215057.0,Glass
1844784,215059.0,Metal
1844816,215060.0,Fiberglass
1844892,215063.0,Synthetic
1844925,215065.0,Steel
1844973,215068.0,Composite
1845021,215070.0,Cotton
1845070,215072.0,Steel
1845117,215074.0,Other
1845149,215076.0,Zinc Coated
1845150,215076.0,Galvanized Steel
1845200,215078.0,"Polypropylene face, rubber backing"
1845205,215078.0,20
1845227,215079.0,Stainless Steel
1845328,215083.0,Metal
1845345,215084.0,Laminate
1845431,215087.0,Solid Brass
1845476,215089.0,Laminate
1845495,215090.0,Fiberglass
1845505,215091.0,Steel
1845533,215092.0,Asphalt
1845575,215094.0,Ceramic
1845591,215095.0,Wood
1845616,215096.0,Steel
1845635,215097.0,Zinc
1845699,215101.0,Foam
1845700,215101.0,Aluminum
1845734,215102.0,Synthetic
1845761,215104.0,No Handle
1845774,215105.0,Wood
1845785,215106.0,Polypropylene
1845815,215107.0,"CARB-compliant, laminated composite wood"
1845837,215108.0,Composite
1845855,215109.0,Stainless Steel
1845888,215111.0,Composite
1845911,215111.0,Engineered stone composite
1845927,215112.0,Marble
1845947,215112.0,Solid Wood
1845966,215112.0,Marble
1845980,215113.0,Other
1845994,215114.0,Wood
1846014,215115.0,Plastic
1846030,215116.0,Laminate
1846061,215117.0,Ceramic
1846069,215119.0,Aluminum
1846072,215119.0,Aluminum
1846087,215120.0,CPVC
1846092,215120.0,Chlorinated Poly Vinyl Chloride (CPVC)
1846142,215122.0,Porcelain-Coated Steel
1846143,215122.0,Painted Steel
1846170,215123.0,Solid Wood
1846194,215125.0,Fiberglass
1846253,215129.0,Glass
1846284,215131.0,Wood
1846286,215131.0,Wood
1846400,215135.0,Polyfiber
1846401,215135.0,Cast Aluminum
1846472,215138.0,Glass
1846492,215139.0,Stainless Steel
1846547,215141.0,Multi-Purpose
1846613,215144.0,Steel
1846648,215145.0,Brass
1846680,215146.0,Fabric
1846726,215148.0,Zinc
1846794,215153.0,Steel
1846832,215154.0,Synthetic
1846863,215156.0,Polycarbonate
1846879,215157.0,Aluminum
1846892,215158.0,Brass
1846909,215159.0,High Speed Steel
1846956,215161.0,Brass
1847056,215165.0,Steel
1847089,215166.0,Polyurethane
1847154,215169.0,Vitreous China
1847216,215172.0,PVC
1847221,215172.0,PVC
1847267,215174.0,Glass
1847283,215175.0,Multi-Purpose
1847289,215175.0,Steel
1847304,215176.0,Polyfiber
1847327,215177.0,Latex
1847344,215178.0,Vitreous China
1847363,215178.0,Solid-surface materials
1847402,215180.0,Steel
1847515,215186.0,Wood
1847537,215187.0,Zinc Coated
1847538,215187.0,Galvanized Steel
1847571,215188.0,Marble
1847584,215189.0,Thermoplastic rubber (TPR)
1847602,215191.0,Brass
1847630,215193.0,PEX
1847633,215193.0,Plastic
1847657,215194.0,Wood
1847714,215196.0,Plastic
1847747,215198.0,Metal
1847807,215200.0,Wood
1847918,215204.0,Other
1847937,215205.0,Steel
1847955,215206.0,Vitreous China
1847973,215207.0,Plastic
1848059,215212.0,Steel
1848088,215213.0,Composite
1848148,215215.0,Glass
1848172,215218.0,Comfort Grip
1848190,215219.0,Metal
1848226,215220.0,Metal
1848245,215222.0,Polyethylene
1848322,215225.0,Metal
1848380,215228.0,Plastic
1848396,215229.0,Polypropylene
1848441,215231.0,Vinyl
1848486,215233.0,Glass
1848505,215233.0,Solid Wood
1848521,215233.0,Glass
1848563,215234.0,Slate
1848612,215237.0,Brass
1848634,215239.0,Wood
1848703,215242.0,Steel
1848717,215243.0,PVC
1848733,215245.0,Steel
1848783,215247.0,Stainless Steel
1848810,215249.0,Composite
1848832,215249.0,Engineered stone composite
1848859,215250.0,Nylon
1848865,215250.0,Synthetic
1848939,215254.0,Oil
1849011,215257.0,Glass
1849012,215257.0,"Tubes and supports steel, finials glass"
1849029,215258.0,Recycled Material
1849069,215260.0,Brass
1849083,215261.0,Stainless Steel
1849099,215263.0,Rubber
1849119,215264.0,Die cast zinc alloy
1849218,215268.0,Steel
1849238,215269.0,Acrylonitrile Butadiene Styrene (ABS)
1849292,215271.0,Ceramic
1849380,215274.0,Oil
1849427,215277.0,Cast-Iron
1849451,215278.0,Metal
1849483,215280.0,Wood
1849489,215280.0,Cobalt
1849503,215281.0,Aluminum
1849529,215282.0,PVC
1849569,215283.0,Stainless Steel
1849626,215286.0,Zinc
1849647,215287.0,Aluminum
1849675,215289.0,Solid Brass
1849708,215290.0,Synthetic
1849730,215292.0,Multi-Purpose
1849733,215292.0,Other
1849751,215293.0,Wood
1849778,215294.0,Zinc
1849809,215295.0,Cast Iron
1849826,215296.0,Zinc
1849848,215297.0,Stainless Steel
1849877,215298.0,Oil
1849893,215299.0,Metal
1850024,215304.0,Stainless Steel
1850040,215305.0,Wood
1850157,215311.0,Polyester
1850196,215313.0,Zinc
1850204,215314.0,Carbide
1850259,215316.0,Wood
1850311,215318.0,Steel
1850326,215318.0,Steel
1850414,215323.0,Ceramic
1850464,215325.0,Solid Brass
1850486,215326.0,Metal
1850514,215328.0,Steel
1850583,215332.0,Glass
1850596,215333.0,Nylon
1850693,215336.0,Laminate
1850706,215337.0,Multi-Purpose
1850710,215337.0,Stainless Steel
1850792,215340.0,Brass
1850807,215341.0,PVC
1850811,215341.0,PVC
1850828,215342.0,Brass
1850907,215345.0,Copper
1850910,215345.0,Brass
1850934,215346.0,Metal
1850956,215348.0,Plastic
1850979,215349.0,Resin
1851002,215350.0,Fiberglass
1851004,215350.0,Polyester
1851040,215352.0,Other
1851072,215353.0,Oak
1851101,215355.0,Wood
1851139,215357.0,Steel
1851156,215358.0,Wood
1851252,215363.0,Vitreous China
1851287,215365.0,Acrylic
1851318,215366.0,Metal
1851319,215366.0,leatherette
1851337,215367.0,Vitreous China
1851356,215367.0,Solid-surface materials
1851444,215372.0,Metal
1851462,215373.0,Cast Iron
1851505,215373.0,Steel
1851571,215377.0,Steel
1851607,215378.0,Cast Iron
1851662,215381.0,Plastic
1851704,215384.0,Metal
1851729,215386.0,Steel
1851744,215387.0,Other
1851761,215388.0,PVC
1851898,215394.0,Rubber
1851945,215396.0,Glass
1851970,215399.0,Stainless Steel
1851994,215400.0,Copper
1852053,215402.0,Brass
1852069,215403.0,Wood
1852105,215406.0,Thermoplastic
1852180,215409.0,Cast Iron
1852196,215410.0,Steel
1852203,215410.0,Metal
1852221,215412.0,Steel
1852255,215414.0,Plastic
1852306,215415.0,Glass
1852314,215417.0,PVC
1852319,215417.0,PVC
1852341,215418.0,Composite
1852359,215418.0,Medium Density Fiberboard (MDF)
1852375,215418.0,Engineered quartz composite
1852532,215426.0,Stainless Steel
1852548,215427.0,Copper
1852722,215432.0,Fiberglass
1852760,215434.0,Steel
1852796,215437.0,Galvanized Steel
1852853,215439.0,Plastic
1852877,215440.0,Metal
1852886,215440.0,BiMetal
1852903,215441.0,Wood
1852924,215442.0,Fiberglass
1852962,215444.0,"MDF,PB"
1853004,215445.0,Stainless Steel
1853108,215450.0,Fabric
1853151,215452.0,Glass
1853190,215454.0,Synthetic
1853237,215456.0,Wood
1853305,215458.0,Synthetic
1853402,215463.0,Resin
1853429,215465.0,Steel
1853473,215466.0,Copper
1853506,215468.0,Aluminum
1853513,215468.0,Stone
1853545,215470.0,Steel
1853561,215471.0,Solid surface materials
1853562,215471.0,Stone
1853614,215473.0,Metal
1853679,215476.0,No Handle
1853703,215477.0,Polyfiber
1853704,215477.0,Steel
1853718,215477.0,Glass
1853775,215481.0,Plastic
1853783,215481.0,Plastic
1853831,215483.0,Porcelain
1853865,215486.0,Nylon
1853877,215487.0,Wood
1854005,215493.0,Metal
1854025,215494.0,Cardboard
1854026,215494.0,Proprietary
1854061,215496.0,Wood
1854077,215497.0,Cobalt
1854131,215501.0,Laminate
1854132,215501.0,Foil and MDF Core Board
1854156,215502.0,Laminate
1854157,215502.0,"Medium Density Fiberboard, paper, Resin (both Acrylic and Melamine), Polyurethane hot metal adhesive and Olefin hot metal adhesive"
1854182,215503.0,Medium Density Fiberboard (MDF)
1854212,215504.0,Reinforced
1854238,215505.0,Other
1854263,215506.0,Plastic
1854292,215507.0,Oil
1854351,215509.0,Acrylic
1854366,215510.0,Nylon
1854394,215511.0,Wood
1854395,215511.0,Wood
1854428,215512.0,Stainless Steel
1854505,215518.0,Metal
1854558,215520.0,Metal
1854559,215520.0,plastic
1854576,215521.0,Steel
1854749,215531.0,Steel
1854769,215532.0,Brass
1854834,215536.0,Wool & Wool Blend
1854842,215537.0,Metal
1854853,215538.0,Copper
1854856,215538.0,Bronze
1854948,215540.0,Copper
1854951,215540.0,Brass
1854973,215541.0,Other
1854990,215542.0,Steel
1855026,215545.0,Vinyl
1855041,215546.0,Wood
1855068,215547.0,Zinc
1855088,215548.0,Comfort Grip
1855092,215548.0,Porcelain
1855121,215550.0,Plastic
1855222,215554.0,Ceramic
1855267,215557.0,Metal
1855344,215560.0,Comfort Grip
1855393,215562.0,Composite
1855409,215563.0,Plastic
1855410,215563.0,Plastic/Metal
1855430,215564.0,Neodymium
1855482,215565.0,Metal
1855501,215566.0,Brass
1855535,215568.0,Aluminum
1855549,215569.0,Wood
1855591,215571.0,Metal
1855614,215572.0,Travertine
1855644,215573.0,Other Wood
1855658,215575.0,Wood
1855704,215577.0,Metal
1855752,215580.0,CPVC
1855758,215580.0,Chlorinated Poly Vinyl Chloride (CPVC)
1855785,215581.0,Composite
1855794,215581.0,Composite
1855813,215582.0,Resin
1855840,215583.0,PVC
1855848,215583.0,PVC
1855867,215584.0,Aluminum
1855874,215584.0,Other
1855903,215586.0,Steel
1855940,215589.0,Other
1855971,215591.0,Galvanized Steel
1856026,215594.0,Steel
1856094,215597.0,Fabric
1856109,215598.0,Granite
1856134,215599.0,HDPE(High Density Polethylene)
1856258,215606.0,Acrylic
1856282,215607.0,Metal
1856320,215608.0,Wood
1856371,215610.0,Galvanized steel
1856404,215611.0,Fiberglass
1856431,215612.0,Cast Iron
1856455,215613.0,Brass
1856459,215613.0,Brass
1856482,215614.0,Steel
1856508,215615.0,Wood
1856519,215616.0,Steel
1856547,215617.0,Vinyl
1856631,215618.0,No Shelf
1856632,215618.0,Glass
1856659,215620.0,Wood
1856719,215623.0,PVC
1856724,215623.0,PVC
1856780,215626.0,Stainless Steel
1856823,215629.0,Metal
1856876,215631.0,Plastic
1856949,215634.0,Vitreous China
1856965,215635.0,Copper
1856971,215635.0,Copper
1856993,215636.0,Steel
1857045,215639.0,Plastic
1857096,215642.0,Oil-based dry paint
1857124,215644.0,Steel
1857198,215647.0,Aluminum
1857241,215649.0,Wood
1857289,215651.0,Oil
1857302,215652.0,Carbide
1857369,215655.0,Copper
1857373,215655.0,Stainless Steel
1857397,215656.0,PVC
1857421,215657.0,Foam
1857487,215660.0,Die-Cast
1857488,215660.0,Stainless Steel
1857490,215660.0,Polycarbonate
1857535,215661.0,Metal
1857550,215662.0,Oak
1857567,215662.0,Oak
1857604,215663.0,Glass
1857607,215664.0,High Speed Steel
1857649,215665.0,Wood
1857650,215665.0,Wood
1857661,215665.0,Other Wood
1857663,215665.0,Wood
1857676,215666.0,Other
1857715,215668.0,Multi-Purpose
1857729,215669.0,Stainless Steel
1857769,215671.0,Multi-Purpose
1857807,215673.0,Nylon
1857813,215673.0,Synthetic
1857856,215676.0,Plastic
1857857,215676.0,Plastic
1857901,215679.0,Metal
1857935,215681.0,Stainless Steel
1857939,215681.0,Stainless Steel
1857940,215681.0,Stainless Steel
1858034,215685.0,Wood
1858238,215697.0,PVC
1858243,215697.0,PVC
1858279,215698.0,Polyfiber
1858318,215700.0,Other
1858346,215701.0,Aluminum
1858456,215706.0,Marble
1858472,215708.0,Steel
1858491,215709.0,Steel
1858506,215710.0,Aluminum
1858559,215714.0,Metal/Wood
1858561,215714.0,Solid Hardwood(Rubberwood) and Metal Frame
1858578,215715.0,Granite
1858602,215715.0,Solid Wood
1858618,215715.0,Glass
1858686,215717.0,Synthetic
1858706,215718.0,Plastic
1858716,215719.0,Steel
1858730,215719.0,Aluminum
1858818,215724.0,Plastic
1858829,215725.0,Wood
1858842,215725.0,Wood
1858856,215726.0,Plastic
1858899,215728.0,Plastic
1858935,215730.0,Composite
1858953,215730.0,Particle Board
1858969,215730.0,Engineered quartz composite
1859011,215732.0,Metal
1859024,215733.0,Metal
1859066,215735.0,Polyurethane
1859111,215738.0,Steel
1859217,215742.0,Stainless Steel
1859231,215743.0,PVC
1859292,215746.0,Brass
1859311,215747.0,PVC
1859350,215750.0,Glass
1859489,215755.0,No Shelf
1859490,215755.0,Glass
1859513,215756.0,Steel
1859558,215758.0,Wax
1859600,215760.0,Ultra Compact Surface
1859625,215761.0,Teak
1859633,215761.0,Teak
1859731,215765.0,Steel
1859782,215767.0,Porcelain
1859791,215768.0,Metal
1859794,215768.0,Steel
1859810,215769.0,Stainless Steel
1859855,215771.0,Brass
1859885,215773.0,Multi-Purpose
1859894,215773.0,Carbide
1859910,215774.0,Metal
1859919,215775.0,Polyethylene
1859927,215775.0,Polyethylene
1859962,215777.0,Oil
1859995,215780.0,Thermoplastic rubber (TPR)
1860035,215782.0,Wood
1860049,215783.0,Steel
1860061,215783.0,Aluminum
1860086,215785.0,Plastic
1860102,215786.0,Steel
1860152,215788.0,Other
1860171,215789.0,Porcelain
1860192,215790.0,Acrylonitrile Butadiene Styrene (ABS)
1860219,215791.0,Wood
1860227,215791.0,Other Wood
1860238,215792.0,Metal
1860250,215793.0,Glass
1860272,215794.0,Stainless steel
1860312,215796.0,Other
1860342,215797.0,Steel
1860382,215799.0,Wood
1860418,215801.0,"Glass, Metal, Plastic"
1860419,215801.0,Metal
1860452,215803.0,Wood
1860492,215805.0,Steel
1860575,215809.0,Metal
1860595,215810.0,Aluminum
1860639,215811.0,Ceramic
1860661,215812.0,Plastic
1860716,215814.0,Oil
1860726,215815.0,PEX
1860763,215816.0,Porcelain
1860767,215818.0,Plastic
1860808,215819.0,Steel
1860881,215821.0,Porcelain
1860923,215823.0,Polyfiber
1860999,215827.0,Steel
1861039,215828.0,Porcelain
1861046,215829.0,Metal
1861060,215830.0,Stainless Steel
1861079,215831.0,Metal
1861113,215832.0,Laminate
1861153,215833.0,Ceramic
1861213,215836.0,Brass
1861242,215837.0,Steel
1861248,215838.0,Metal
1861308,215841.0,Steel
1861319,215842.0,Vitreous China
1861341,215842.0,Porcelain
1861383,215844.0,Alloy
1861401,215845.0,Stainless Steel
1861434,215846.0,Silk Blend
1861447,215847.0,Vinyl
1861474,215849.0,Glass
1861492,215849.0,Solid Wood
1861511,215849.0,Glass
1861536,215850.0,Metal
1861547,215851.0,Stainless Steel
1861567,215852.0,Steel
1861610,215854.0,Vinyl
1861632,215855.0,Other
1861642,215856.0,PEX
1861691,215859.0,Vitreous China
1861707,215859.0,Solid Wood
1861723,215859.0,Marble
1861744,215860.0,Stainless Steel
1861763,215861.0,Steel
1861805,215864.0,Aluminum
1861826,215865.0,Nickel
1861851,215866.0,Wire
1861861,215867.0,"Metal,Plastic"
1861872,215868.0,Composite
1861899,215868.0,Cultured Marble
1861939,215870.0,Galvanized Steel
1862037,215874.0,Granite
1862057,215876.0,Stainless Steel
1862093,215877.0,Steel
1862106,215878.0,Composite
1862168,215879.0,No Shelf
1862169,215879.0,Glass
1862232,215882.0,Steel
1862279,215884.0,Ceramic
1862293,215885.0,Polyurethane
1862352,215887.0,Steel
1862382,215890.0,Multi-Purpose
1862384,215890.0,Brass
1862403,215891.0,Polypropylene
1862539,215897.0,Water
1862566,215898.0,Acrylic
1862587,215899.0,Metal
1862602,215900.0,Steel
1862618,215901.0,Metal
1862658,215903.0,Aluminum
1862681,215904.0,Stone
1862732,215906.0,Porcelain-Coated Steel
1862774,215906.0,Steel
1862784,215907.0,Steel
1862811,215908.0,Foam
1862812,215908.0,Steel
1862826,215908.0,Other
1862859,215910.0,Iron
1862912,215912.0,Plastic
1862988,215917.0,Metal
1863021,215919.0,Steel
1863079,215922.0,Brass
1863090,215922.0,Brass
1863140,215926.0,Fabric
1863170,215927.0,Carbon Steel
1863182,215928.0,Steel
1863215,215929.0,Polyurethane
1863252,215931.0,Aluminum
1863278,215932.0,Aluminum
1863299,215933.0,Wood
1863329,215934.0,Composite
1863373,215936.0,Cardboard
1863391,215937.0,Rubber
1863394,215937.0,Stainless Steel
1863414,215938.0,Polyfiber
1863415,215938.0,Cast Aluminum
1863431,215939.0,Aluminum
1863458,215940.0,Acrylic
1863573,215944.0,Galvanized Steel
1863592,215946.0,Plastic
1863636,215949.0,PVC
1863669,215950.0,Synthetic
1863681,215951.0,Vinyl
1863695,215952.0,Zinc
1863712,215953.0,Copper
1863748,215954.0,Acrylic
1863772,215955.0,Thermoplastic
1863807,215957.0,Plastic
1863875,215959.0,Metal
1863936,215963.0,Synthetic
1864013,215967.0,Glass
1864034,215968.0,Oil
1864064,215969.0,Oil
1864083,215970.0,Glass
1864118,215972.0,Metal
1864120,215972.0,Brass
1864147,215973.0,Cherry
1864162,215973.0,Cherry
1864184,215974.0,Foam
1864195,215975.0,Brass
1864240,215978.0,Wood
1864260,215979.0,Metal
1864291,215981.0,Steel
1864354,215984.0,Composite
1864390,215985.0,Brass
1864442,215988.0,Wood
1864464,215989.0,Stamped Steel
1864493,215990.0,Acrylic
1864511,215991.0,Plastic
1864606,215997.0,Metal
1864674,215998.0,Wire
1864675,215998.0,Glass
1864756,216001.0,Wood
1864784,216003.0,Wool & Wool Blend
1864822,216005.0,Metal
1864847,216006.0,Plastic
1864857,216007.0,Wood
1864913,216009.0,Metal
1864925,216010.0,Aluminum
1864941,216011.0,Plastic
